dateVector,songs,headlines
"
Mar
6
2012

",Speak Now," Brisbane Entertainment Centre, Brisbane, Australia"
"
Mar
6
2012

",Ours," Brisbane Entertainment Centre, Brisbane, Australia"
"
Mar
6
2012

",Fearless," Brisbane Entertainment Centre, Brisbane, Australia"
"
Mar
6
2012

",Last Kiss," Brisbane Entertainment Centre, Brisbane, Australia"
"
Mar
6
2012

",You Belong With Me," Brisbane Entertainment Centre, Brisbane, Australia"
"
Mar
6
2012

",Dear John," Brisbane Entertainment Centre, Brisbane, Australia"
"
Mar
6
2012

",Enchanted," Brisbane Entertainment Centre, Brisbane, Australia"
"
Mar
6
2012

",Haunted," Brisbane Entertainment Centre, Brisbane, Australia"
"
Mar
6
2012

",Long Live," Brisbane Entertainment Centre, Brisbane, Australia"
"
Mar
6
2012

",Safe & Sound," Brisbane Entertainment Centre, Brisbane, Australia"
"
Mar
6
2012

",Fifteen," Brisbane Entertainment Centre, Brisbane, Australia"
"
Mar
6
2012

",Love Story," Brisbane Entertainment Centre, Brisbane, Australia"
"
Mar
4
2012

",Sparks Fly," Adelaide Entertainment Centre, Adelaide, Australia"
"
Mar
4
2012

",Mine," Adelaide Entertainment Centre, Adelaide, Australia"
"
Mar
4
2012

",The Story Of Us," Adelaide Entertainment Centre, Adelaide, Australia"
"
Mar
4
2012

",Our Song," Adelaide Entertainment Centre, Adelaide, Australia"
"
Mar
4
2012

",Mean," Adelaide Entertainment Centre, Adelaide, Australia"
"
Mar
4
2012

",Back To December," Adelaide Entertainment Centre, Adelaide, Australia"
"
Mar
4
2012

",Better Than Revenge," Adelaide Entertainment Centre, Adelaide, Australia"
"
Mar
4
2012

",Speak Now," Adelaide Entertainment Centre, Adelaide, Australia"
"
Mar
4
2012

",Ours," Adelaide Entertainment Centre, Adelaide, Australia"
"
Mar
4
2012

",Fearless," Adelaide Entertainment Centre, Adelaide, Australia"
"
Mar
4
2012

",Last Kiss," Adelaide Entertainment Centre, Adelaide, Australia"
"
Mar
4
2012

",You Belong With Me," Adelaide Entertainment Centre, Adelaide, Australia"
"
Mar
4
2012

",Dear John," Adelaide Entertainment Centre, Adelaide, Australia"
"
Mar
4
2012

",Enchanted," Adelaide Entertainment Centre, Adelaide, Australia"
"
Mar
4
2012

",Haunted," Adelaide Entertainment Centre, Adelaide, Australia"
"
Mar
4
2012

",Long Live," Adelaide Entertainment Centre, Adelaide, Australia"
"
Mar
4
2012

",Safe & Sound," Adelaide Entertainment Centre, Adelaide, Australia"
"
Mar
4
2012

",Fifteen," Adelaide Entertainment Centre, Adelaide, Australia"
"
Mar
4
2012

",Love Story," Adelaide Entertainment Centre, Adelaide, Australia"
"
Mar
2
2012

",Sparks Fly," The Dome at Crown Perth, Perth, Australia"
"
Mar
2
2012

",Mine," The Dome at Crown Perth, Perth, Australia"
"
Mar
2
2012

",The Story Of Us," The Dome at Crown Perth, Perth, Australia"
"
Mar
2
2012

",Our Song," The Dome at Crown Perth, Perth, Australia"
"
Mar
2
2012

",Mean," The Dome at Crown Perth, Perth, Australia"
"
Mar
2
2012

",Back To December," The Dome at Crown Perth, Perth, Australia"
"
Mar
2
2012

",Better Than Revenge," The Dome at Crown Perth, Perth, Australia"
"
Mar
2
2012

",Speak Now," The Dome at Crown Perth, Perth, Australia"
"
Mar
2
2012

",Ours," The Dome at Crown Perth, Perth, Australia"
"
Mar
2
2012

",Fearless," The Dome at Crown Perth, Perth, Australia"
"
Mar
2
2012

",Last Kiss," The Dome at Crown Perth, Perth, Australia"
"
Mar
2
2012

",You Belong With Me," The Dome at Crown Perth, Perth, Australia"
"
Mar
2
2012

",Dear John," The Dome at Crown Perth, Perth, Australia"
"
Mar
2
2012

",Enchanted," The Dome at Crown Perth, Perth, Australia"
"
Mar
2
2012

",Haunted," The Dome at Crown Perth, Perth, Australia"
"
Mar
2
2012

",Long Live," The Dome at Crown Perth, Perth, Australia"
"
Mar
2
2012

",Safe & Sound," The Dome at Crown Perth, Perth, Australia"
"
Mar
2
2012

",Fifteen," The Dome at Crown Perth, Perth, Australia"
"
Mar
2
2012

",Love Story," The Dome at Crown Perth, Perth, Australia"
"
Feb
21
2012

",Pumped Up Kicks," The Ellen DeGeneres Show, Burbank, CA, USA"
"
Feb
12
2012

",Mean," Staples Center, Los Angeles, CA, USA"
"
Nov
22
2011

",Sparks Fly," Madison Square Garden, New York, NY, USA"
"
Nov
22
2011

",Mine," Madison Square Garden, New York, NY, USA"
"
Nov
22
2011

",The Story Of Us," Madison Square Garden, New York, NY, USA"
"
Nov
22
2011

",Our Song," Madison Square Garden, New York, NY, USA"
"
Nov
22
2011

",Mean," Madison Square Garden, New York, NY, USA"
"
Nov
22
2011

",Back To December," Madison Square Garden, New York, NY, USA"
"
Nov
22
2011

",Better Than Revenge," Madison Square Garden, New York, NY, USA"
"
Nov
22
2011

",Speak Now," Madison Square Garden, New York, NY, USA"
"
Nov
22
2011

",Fearless," Madison Square Garden, New York, NY, USA"
"
Nov
22
2011

",Last Kiss," Madison Square Garden, New York, NY, USA"
"
Nov
22
2011

",You Belong With Me," Madison Square Garden, New York, NY, USA"
"
Nov
22
2011

",Dear John," Madison Square Garden, New York, NY, USA"
"
Nov
22
2011

",Who Says," Madison Square Garden, New York, NY, USA"
"
Nov
22
2011

",Enchanted," Madison Square Garden, New York, NY, USA"
"
Nov
22
2011

",Haunted," Madison Square Garden, New York, NY, USA"
"
Nov
22
2011

",Long Live," Madison Square Garden, New York, NY, USA"
"
Nov
22
2011

",Ours," Madison Square Garden, New York, NY, USA"
"
Nov
22
2011

",Fire And Rain," Madison Square Garden, New York, NY, USA"
"
Nov
22
2011

",Fifteen," Madison Square Garden, New York, NY, USA"
"
Nov
22
2011

",Love Story," Madison Square Garden, New York, NY, USA"
"
Nov
21
2011

",Sparks Fly," Madison Square Garden, New York, NY, USA"
"
Nov
21
2011

",Mine," Madison Square Garden, New York, NY, USA"
"
Nov
21
2011

",The Story Of Us," Madison Square Garden, New York, NY, USA"
"
Nov
21
2011

",Our Song," Madison Square Garden, New York, NY, USA"
"
Nov
21
2011

",Mean," Madison Square Garden, New York, NY, USA"
"
Nov
21
2011

",Back To December," Madison Square Garden, New York, NY, USA"
"
Nov
21
2011

",Better Than Revenge," Madison Square Garden, New York, NY, USA"
"
Nov
21
2011

",Speak Now," Madison Square Garden, New York, NY, USA"
"
Nov
21
2011

",Fearless," Madison Square Garden, New York, NY, USA"
"
Nov
21
2011

",Last Kiss," Madison Square Garden, New York, NY, USA"
"
Nov
21
2011

",Cry Me A River," Madison Square Garden, New York, NY, USA"
"
Nov
21
2011

",You Belong With Me," Madison Square Garden, New York, NY, USA"
"
Nov
21
2011

",Dear John," Madison Square Garden, New York, NY, USA"
"
Nov
21
2011

",Enchanted," Madison Square Garden, New York, NY, USA"
"
Nov
21
2011

",Haunted," Madison Square Garden, New York, NY, USA"
"
Nov
21
2011

",Long Live," Madison Square Garden, New York, NY, USA"
"
Nov
21
2011

",Ours," Madison Square Garden, New York, NY, USA"
"
Nov
21
2011

",Fifteen," Madison Square Garden, New York, NY, USA"
"
Nov
21
2011

",Love Story," Madison Square Garden, New York, NY, USA"
"
Nov
18
2011

",Sparks Fly," Colonial Life Arena, Columbia, SC, USA"
"
Nov
18
2011

",Mine," Colonial Life Arena, Columbia, SC, USA"
"
Nov
18
2011

",The Story Of Us," Colonial Life Arena, Columbia, SC, USA"
"
Nov
18
2011

",Our Song," Colonial Life Arena, Columbia, SC, USA"
"
Nov
18
2011

",Mean," Colonial Life Arena, Columbia, SC, USA"
"
Nov
18
2011

",Back To December," Colonial Life Arena, Columbia, SC, USA"
"
Nov
18
2011

",Better Than Revenge," Colonial Life Arena, Columbia, SC, USA"
"
Nov
18
2011

",Speak Now," Colonial Life Arena, Columbia, SC, USA"
"
Nov
18
2011

",Fearless," Colonial Life Arena, Columbia, SC, USA"
"
Nov
18
2011

",Last Kiss," Colonial Life Arena, Columbia, SC, USA"
"
Nov
18
2011

",You Belong With Me," Colonial Life Arena, Columbia, SC, USA"
"
Nov
18
2011

",Dear John," Colonial Life Arena, Columbia, SC, USA"
"
Nov
18
2011

",Enchanted," Colonial Life Arena, Columbia, SC, USA"
"
Nov
18
2011

",Haunted," Colonial Life Arena, Columbia, SC, USA"
"
Nov
18
2011

",Alright," Colonial Life Arena, Columbia, SC, USA"
"
Nov
18
2011

",Long Live," Colonial Life Arena, Columbia, SC, USA"
"
Nov
18
2011

",Ours," Colonial Life Arena, Columbia, SC, USA"
"
Nov
18
2011

",Fifteen," Colonial Life Arena, Columbia, SC, USA"
"
Nov
18
2011

",Love Story," Colonial Life Arena, Columbia, SC, USA"
"
Nov
17
2011

",Sparks Fly," RBC Center, Raleigh, NC, USA"
"
Nov
17
2011

",Mine," RBC Center, Raleigh, NC, USA"
"
Nov
17
2011

",The Story Of Us," RBC Center, Raleigh, NC, USA"
